PMID,QID,question,evidence,rationale,answer
27009474,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states that the patient was started on the once daily integrase strand transfer inhibitor (INSTI)-containing fixed-dose combination tenofovir/emtricitabine/elvitegravir/cobicistat, and the patient responded to the treatment regimen.",The paper reports that the patient did not experience virological failure on the treatment regimen.,No
27009474,13,Were the patients in the study in a clinical trial?,The paper does not report that the patient was in a clinical trial.,The paper does not provide information on whether the patient was in a clinical trial.,No
27009474,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper states that the patient was started on the once daily integrase strand transfer inhibitor (INSTI)-containing fixed-dose combination tenofovir/emtricitabine/elvitegravir/cobicistat.,The paper reports that the patient had previously received ARV drugs.,Yes
27009474,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper states that the patient was started on the once daily integrase strand transfer inhibitor (INSTI)-containing fixed-dose combination tenofovir/emtricitabine/elvitegravir/cobicistat.,"The paper reports that the patient received INSTIs, NRTIs, and NNRTIs before sample sequencing.","INSTIs, NRTIs, NNRTIs"
27009474,16,Which drugs were received by individuals in the study before sample sequencing?,The paper states that the patient was started on the once daily integrase strand transfer inhibitor (INSTI)-containing fixed-dose combination tenofovir/emtricitabine/elvitegravir/cobicistat.,"The paper reports that the patient received tenofovir, emtricitabine, elvitegravir, and cobicistat before sample sequencing.","Tenofovir, emtricitabine, elvitegravir, cobicistat"
27124362,1,Does the paper report HIV sequences from patient samples?,The paper does not mention HIV sequences from patient samples. It discusses the antiviral activity of Rilpivirine (RPV) and Doravirine (DOR) against known NNRTI-resistant HIV-1 mutants.,The paper does not report HIV sequences from patient samples. It is a study on the antiviral activity of RPV and DOR against known NNRTI-resistant HIV-1 mutants.,No
27124362,2,Does the paper report in vitro drug susceptibility data?,The paper reports IC50 values of RPV and DOR against various HIV-1 mutants.,"The paper reports in vitro drug susceptibility data, including IC50 values of RPV and DOR against various HIV-1 mutants.",Yes
27124362,3,Were sequences from the paper made publicly available?,The paper does not mention making sequences publicly available.,"The paper does not report HIV sequences from patient samples, and therefore, does not make sequences publicly available.",No
27124362,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not mention GenBank accession numbers.,"The paper does not report HIV sequences from patient samples, and therefore, does not provide GenBank accession numbers.",Not reported
27124362,5,How many individuals had samples obtained for HIV sequencing?,The paper does not mention HIV sequencing from individuals.,The paper does not report HIV sequences from patient samples.,0
27124362,6,From which countries were the sequenced samples obtained?,The paper does not mention the country of origin of the samples.,The paper does not report HIV sequences from patient samples.,Not applicable
27124362,7,From what years were the sequenced samples obtained?,The paper does not mention the year of sample collection.,The paper does not report HIV sequences from patient samples.,Not applicable
27124362,8,Were samples cloned prior to sequencing?,The paper does not mention cloning of samples.,The paper does not report HIV sequences from patient samples.,Not applicable
27124362,9,Which HIV genes were reported to have been sequenced?,The paper does not mention sequencing of HIV genes.,The paper does not report HIV sequences from patient samples.,Not reported
