PMID,QID,Question,Type,Category,Answer
35945163,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
35945163,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
35945163,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
36415058,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
36415058,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36415058,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unknown
36415058,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Unknown
36415058,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Unknown
36415058,6,From which countries were the sequenced samples obtained?,List,Demographics,Unknown
36415058,7,From what years were the sequenced samples obtained?,List,Demographics,Unknown
36415058,8,Were samples cloned prior to sequencing?,Boolean,Technical,Unknown
36415058,9,Which HIV genes were reported to have been sequenced?,List,Technical,Unknown
36415058,10,What method was used for sequencing?,List,Technical,Unknown
36415058,11,What type of samples were sequenced?,List,Technical,Unknown
36415058,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
36415058,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
36415058,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
36415058,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NNRTIs, protease inhibitors"
36415058,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Cabotegravir, rilpivirine"
36454248,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36454248,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36454248,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
36454248,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,OM201778 -- OM201846
36454248,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,76
36454248,6,From which countries were the sequenced samples obtained?,List,Demographics,Panama
36454248,7,From what years were the sequenced samples obtained?,List,Demographics,2018-2019
36454248,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
36454248,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT, IN"
36454248,10,What method was used for sequencing?,List,Technical,Macrogen Inc.
36454248,11,What type of samples were sequenced?,List,Technical,Plasma
36454248,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
36454248,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
36454248,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
36454248,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs, non-NRTIs, PIs, INSTIs"
36454248,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Zidovudine, lamivudine, lopinavir/ritonavir"
36519389,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
36519389,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36519389,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
36519389,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
36519389,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not reported
36519389,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported
36519389,7,From what years were the sequenced samples obtained?,List,Demographics,Not reported
36519389,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
36519389,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not reported
36519389,10,What method was used for sequencing?,List,Technical,Not reported
36519389,11,What type of samples were sequenced?,List,Technical,Not reported
36519389,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not reported
36519389,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
36519389,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
36519389,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
36519389,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
36571282,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36571282,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36571282,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
36571282,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
36571282,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,2705
36571282,6,From which countries were the sequenced samples obtained?,List,Demographics,"France, Greece, Italy, Portugal, and Spain"
36571282,7,From what years were the sequenced samples obtained?,List,Demographics,2018-2021
36571282,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
36571282,9,Which HIV genes were reported to have been sequenced?,List,Technical,Integrase and RT
36571282,10,What method was used for sequencing?,List,Technical,Sanger sequencing and next-generation sequencing (NGS)
36571282,11,What type of samples were sequenced?,List,Technical,Not reported
36571282,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not reported
36571282,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not reported
36571282,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not reported
36571282,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
36571282,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
36597160,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
36597160,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36597160,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
36597160,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
36597160,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"Not explicitly stated, but 382 patients were included in the study."
36597160,6,From which countries were the sequenced samples obtained?,List,Demographics,"Not explicitly stated, but 42.0% of the patients were born in Africa."
36597160,7,From what years were the sequenced samples obtained?,List,Demographics,Between February 2014 and August 2015
36597160,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
36597160,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Not explicitly stated, but genotypes were performed."
36597160,10,What method was used for sequencing?,List,Technical,Sanger sequencing
36597160,11,What type of samples were sequenced?,List,Technical,Not available
36597160,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
